Date,Ticker,Market,CUR_MKT_CAP,EQY_INST_HOLD,EQY_SH_OUT,PX_LAST,ASSET_TURNOVER,BEST_PE_RATIO,BEST_PX_SALES_RATIO,BEST_SALES,BS_INVENTORIES,NUM_OF_EMPLOYEES,SALES_REV_TURN,bs_acct_payable,bs_accts_rec_excl_notes_rec
2016-12-30,1894239D SS Equity,DAX,,331.0,,,,,,,,,,,
2016-12-30,1COV GR Equity,DAX,13198.95,323.0,202.5,65.18,,,,,,,,,
2016-12-30,AAPL US Equity,DOW,585558.44,3897.0,21329.252,27.4533,,,,,,,,,
2016-12-30,ABB SS Equity,OMX,44324.273,674.0,2214.743,20.01328,,,,,,,,,
2016-12-30,ADS GR Equity,DAX,31413.8104,673.0,209.216,150.15,,,,,,,,,
2016-12-30,AIR FP Equity,DAX,48557.3509,4.0,772.714,62.84,,,,,,,,,
2016-12-30,ALFA SS Equity,OMX,6600.2097,331.0,419.456,15.73515,,,,,,,,,
2016-12-30,ALIV SS Equity,OMX,9463.469,137.0,88.224,80.22984,,,,,,,,,
2016-12-30,ALV GR Equity,DAX,71749.0,955.0,457.0,157.0,,,,,,,,,
2016-12-30,AMGN US Equity,DOW,103127.82,2405.0,743.922,138.6271,,,,,,,,,
2016-12-30,ASSAB SS Equity,OMX,19631.03,560.0,1055.05,17.64466,,,,,,,,,
2016-12-30,ATCOA SS Equity,OMX,34427.463,1.0,839.394,22.35798,,,,,,,,,
2016-12-30,ATCOB SS Equity,OMX,34427.463,2.0,390.219,19.68414,,,,,,,,,
2016-12-30,AXP US Equity,DOW,64285.691,1913.0,915.255,70.23798,,,,,,,,,
2016-12-30,AZN SS Equity,OMX,65617.786,786.0,1265.051,51.86966,,,,,,,,,
2016-12-30,BA US Equity,DOW,91097.361,2119.0,617.166,147.60595,,,,,,,,,
2016-12-30,BAS GR Equity,DAX,81110.8539,866.0,918.479,88.31,,,,,,,,,
2016-12-30,BAYN GR Equity,DAX,81975.3369,1030.0,840.313,97.553,,,,,,,,,
2016-12-30,BEI GR Equity,DAX,20311.2,457.0,252.0,80.6,,,,,,,,,
2016-12-30,BMW GR Equity,DAX,57411.7102,765.0,601.995,88.75,,,,,,,,,
2016-12-30,BNR GR Equity,DAX,8157.6,433.0,154.5,52.8,,,,,,,,,
2016-12-30,BOL SS Equity,OMX,6789.5213,428.0,273.511,24.82356,,,,,,,,,
2016-12-30,CAT US Equity,DOW,51445.558,1709.0,585.073,87.93022,,,,,,,,,
2016-12-30,CON GR Equity,DAX,36741.0988,717.0,200.006,164.112,,,,,,,,,
2016-12-30,CRM US Equity,DOW,45222.417,1293.0,696.7,64.90945,,,,,,,,,
2016-12-30,CSCO US Equity,DOW,143829.63,3103.0,5019.759,28.6527,,,,,,,,,
2016-12-30,CVX US Equity,DOW,210666.96,3032.0,1887.769,111.59571,,,,,,,,,
2016-12-30,DAI GR Equity,DAX,75658.9011,896.0,1069.837,59.366,,,,,,,,,
2016-12-30,DB1 GR Equity,DAX,14935.2604,401.0,26.749,76.42,,,,,,,,,
2016-12-30,DBK GR Equity,DAX,23792.4605,691.0,1545.39,15.396,,,,,,,,,
2016-12-30,DIS US Equity,DOW,157259.94,2852.0,1591.461,98.81483,,,,,,,,,
2016-12-30,DPW GR Equity,DAX,38760.0079,715.0,1240.916,31.235,,,,,,,,,
2016-12-30,DTE GR Equity,DAX,76490.7298,838.0,4676.902,16.355,,,,,,,,,
2016-12-30,ELUXB SS Equity,OMX,7299.5446,405.0,300.728,19.47838,,,,,,,,,
2016-12-30,EOAN GR Equity,DAX,13406.7,630.0,2001.0,6.7,,,,,,,,,
2016-12-30,ERICB SS Equity,OMX,18582.271,605.0,3069.396,5.58243,,,,,,,,,
2016-12-30,EVO SS Equity,OMX,973.9844,64.0,179.852,5.41548,,,,,,,,,
2016-12-30,FME GR Equity,DAX,24715.994,596.0,307.222,80.45,,,,,,,,,
2016-12-30,FRE GR Equity,DAX,40618.1487,713.0,546.972,74.26,,,,,,,,,
2016-12-30,GETIB SS Equity,OMX,3633.1766,299.0,225.609,12.34783,,,,,,,,,
2016-12-30,GS US Equity,DOW,94775.973,1685.0,397.649,227.03138,,,,,,,,,
2016-12-30,HD US Equity,DOW,154860.18,2593.0,1218.161,127.1262,,,,,,,,,
2016-12-30,HEI GR Equity,DAX,17585.6101,567.0,198.416,88.63,,,,,,,,,
2016-12-30,HEN3 GR Equity,DAX,45891.5403,612.0,178.163,113.25,,,,,,,,,
2016-12-30,HEXAB SS Equity,OMX,12242.142,401.0,2412.852,4.85202,,,,,,,,,
2016-12-30,HMB SS Equity,OMX,43761.595,544.0,1460.672,26.4409,,,,,,,,,
2016-12-30,HON US Equity,DOW,83713.042,2117.0,762.125,105.16805,,,,,,,,,
2016-12-30,IBM US Equity,DOW,149646.67,2719.0,950.855,150.3249,,,,,,,,,
2016-12-30,IFX GR Equity,DAX,18720.0344,631.0,1133.86,16.51,,,,,,,,,
2016-12-30,INTC US Equity,DOW,162969.12,2997.0,4739.0,34.38893,,,,,,,,,
2016-12-30,INVEB SS Equity,OMX,260069.85,397.0,1821.937,8.88233,,,,,,,,,
2016-12-30,JNJ US Equity,DOW,297176.89,3616.0,2720.532,109.23485,,,,,,,,,
2016-12-30,JPM US Equity,DOW,292754.73,3170.0,3578.264,81.81473,,,,,,,,,
2016-12-30,KINVB SS Equity,OMX,6301.3176,298.0,234.309,10.15201,,,,,,,,,
2016-12-30,KO US Equity,DOW,169541.39,2692.0,4312.959,39.30976,,,,,,,,,
2016-12-30,LIN US Equity,DAX,31710.187,1411.0,285.389,111.11216,,,,,,,,,
2016-12-30,MCD US Equity,DOW,95839.192,2446.0,830.444,115.40722,,,,,,,,,
2016-12-30,MMM US Equity,DOW,101833.56,2527.0,601.466,169.30881,,,,,,,,,
2016-12-30,MRK GR Equity,DAX,43108.2251,565.0,129.242,99.15,,,,,,,,,
2016-12-30,MRK US Equity,DOW,153894.64,2975.0,2757.137,53.22279,,,,,,,,,
2016-12-30,MSFT US Equity,DOW,458102.1,3764.0,7775.351,58.91723,,,,,,,,,
2016-12-30,MTX GR Equity,DAX,5709.6,296.0,52.0,109.8,,,,,,,,,
2016-12-30,MUV2 GR Equity,DAX,28933.3321,724.0,161.054,179.65,,,,,,,,,
2016-12-30,NDA SS Equity,OMX,42808.396,,4049.952,10.5701,,,,,,,,,
2016-12-30,NKE US Equity,DOW,80263.603,2064.0,1336.182,48.1938,,,,,,,,,
2016-12-30,PAH3 GR Equity,DAX,15845.375,354.0,153.125,51.74,,,,,,,,,
2016-12-30,PG US Equity,DOW,213328.38,3173.0,2675.992,79.71935,,,,,,,,,
2016-12-30,PUM GR Equity,DAX,3765.3372,65.0,150.825,24.965,,,,,,,,,
2016-12-30,QGEN US Equity,DAX,6190.2172,468.0,224.376,27.5886,,,,,,,,,
2016-12-30,RWE GR Equity,DAX,7142.4739,482.0,575.745,11.815,,,,,,,,,
2016-12-30,SAND SS Equity,OMX,14751.11,376.0,1254.386,11.75963,,,,,,,,,
2016-12-30,SAP GR Equity,DAX,101732.4388,991.0,1228.504,82.81,,,,,,,,,
2016-12-30,SCAB SS Equity,OMX,18923.946,548.0,640.516,5.47444,,,,,,,,,
2016-12-30,SEBA SS Equity,OMX,21875.271,439.0,2170.019,9.97012,,,,,,,,,
2016-12-30,SHBA SS Equity,OMX,25670.5,476.0,1908.9,12.65529,,,,,,,,,
2016-12-30,SIE GR Equity,DAX,99280.0,967.0,850.0,105.72,,,,,,,,,
2016-12-30,SINCH SS Equity,OMX,501.3588,21.0,495.344,1.01214,,,,,,,,,
2016-12-30,SKAB SS Equity,OMX,9426.4749,392.0,400.066,22.44451,,,,,,,,,
2016-12-30,SKFB SS Equity,OMX,7964.0012,407.0,419.053,17.48814,,,,,,,,,
2016-12-30,SRT3 GR Equity,DAX,5337.4462,194.0,37.44,70.5,,,,,,,,,
2016-12-30,SWEDA SS Equity,OMX,26021.526,517.0,1132.006,22.9871,,,,,,,,,
2016-12-30,SWMA SS Equity,OMX,5707.6191,419.0,1887.5,3.0239,,,,,,,,,
2016-12-30,SY1 GR Equity,DAX,7507.0613,432.0,129.813,57.83,,,,,,,,,
2016-12-30,TEL2B SS Equity,OMX,3896.2327,292.0,482.207,7.62237,,,,,,,,,
2016-12-30,TELIA SS Equity,OMX,16586.335,461.0,4330.085,3.83049,,,,,,,,,
2016-12-30,TRV US Equity,DOW,32970.964,1551.0,284.059,116.07092,,,,,,,,,
2016-12-30,UNH US Equity,DOW,144428.43,2183.0,951.816,151.73983,,,,,,,,,
2016-12-30,V US Equity,DOW,192893.78,2568.0,1854.961,73.97364,,,,,,,,,
2016-12-30,VNA GR Equity,DAX,14401.7611,500.0,497.096,28.972,,,,,,,,,
2016-12-30,VOLVB SS Equity,OMX,23671.551,399.0,1633.862,11.10226,,,,,,,,,
2016-12-30,VOW3 GR Equity,DAX,67851.028,587.0,206.205,133.35,,,,,,,,,
2016-12-30,VZ US Equity,DOW,206324.76,3092.0,4076.634,50.61155,,,,,,,,,
2016-12-30,WBA US Equity,DOW,84673.741,1911.0,1079.089,78.46781,,,,,,,,,
2016-12-30,WMT US Equity,DOW,201402.21,2405.0,3073.19,65.53522,,,,,,,,,
2016-12-31,1894239D SS Equity,DAX,,,,,1.5636,,,,576.9,11998.0,1091.6,920.5,216.0
2016-12-31,1COV GR Equity,DAX,,,,,1.1465,,,,1721.0,15122.0,3017.0,1536.0,1674.0
2016-12-31,AAPL US Equity,DOW,,,,,0.6986,,,,2571.3473,,72721.923,36512.752,13327.961
2016-12-31,ABB SS Equity,OMX,,,,,0.8368,,,,4121.5512,132000.0,8346.9038,4215.4167,6914.7625
2016-12-31,ADS GR Equity,DAX,,,,,1.3372,,,,3763.0,60617.0,4687.0,2496.0,2200.0
2016-12-31,AIR FP Equity,DAX,,,,,0.6239,,,,28107.0,133782.0,23876.0,12921.0,6383.0
2016-12-31,ALFA SS Equity,OMX,,,,,0.677,,,,817.1219,16941.0,1015.336,259.8179,608.3285
2016-12-31,ALIV SS Equity,OMX,,,,,1.2784,,,,733.2891,61500.0,2416.7317,1134.4458,1858.4432
2016-12-31,ALV GR Equity,DAX,,,,,0.1243,,,,,140253.0,28490.0,,
2016-12-31,AMGN US Equity,DOW,,,,,0.3084,,,,2602.6358,19200.0,5536.4485,869.4415,3000.8533
2016-12-31,ASSAB SS Equity,OMX,,,,,0.7858,,,,998.0553,46928.0,1997.4563,776.6363,1319.7495
2016-12-31,ATCOA SS Equity,OMX,,,,,0.926,,,,1764.6745,44695.0,2921.244,1072.9747,2228.0685
2016-12-31,ATCOB SS Equity,OMX,,,,,0.926,,,,1764.6745,44695.0,2921.244,1072.9747,2228.0685
2016-12-31,AXP US Equity,DOW,,,,,0.2113,,,,,56400.0,7828.9929,10609.652,47476.06
2016-12-31,AZN SS Equity,OMX,,,,,0.3753,,,,2212.9516,59700.0,5183.7493,2834.9294,2449.0376
2016-12-31,BA US Equity,DOW,,,,,1.014,,,,28821.466,150500.0,20615.265,10609.652,8373.9452
2016-12-31,BAS GR Equity,DAX,,,,,0.7812,,,,10005.0,113830.0,14846.0,4610.0,10952.0
2016-12-31,BAYN GR Equity,DAX,,,,,0.5221,,,,8408.0,115170.0,8823.0,6410.0,10969.0
2016-12-31,BEI GR Equity,DAX,,,,,0.9348,,,,739.0,17934.0,3394.0,1244.0,1293.0
2016-12-31,BMW GR Equity,DAX,,,,,0.5221,,,,11841.0,124729.0,24934.0,8512.0,2825.0
2016-12-31,BNR GR Equity,DAX,,,,,1.4721,,,,962.8,14826.0,2635.1,1119.4,1511.2
2016-12-31,BOL SS Equity,OMX,,,,,0.8321,,,,1051.4797,5477.0,1244.2582,442.3164,210.4629
2016-12-31,CAT US Equity,DOW,,,,,0.5036,,,,8167.2514,95400.0,8886.1622,4374.7037,5612.0224
2016-12-31,CON GR Equity,DAX,,,,,1.1752,,,,3753.2,220137.0,10524.0,6248.0,7392.7
2016-12-31,CVX US Equity,DOW,,,,,0.3938,,,,5137.9539,55200.0,26401.387,13166.777,
2016-12-31,DAI GR Equity,DAX,,,,,0.6661,,,,25384.0,282488.0,41001.0,11567.0,10614.0
2016-12-31,DB1 GR Equity,DAX,,,,,,,,,0.0,5176.0,,471.2,671.8
2016-12-31,DBK GR Equity,DAX,,,,,0.0252,,,,,99744.0,9998.0,,
2016-12-31,DHER GR Equity,DAX,,,,,,,,,0.5,6848.0,159.6,38.9,28.6
2016-12-31,DIS US Equity,DOW,,,,,0.6073,,,,1231.6298,,13721.853,,9365.6964
2016-12-31,DPW GR Equity,DAX,,,,,1.5055,,,,275.0,459262.0,15410.0,7178.0,7290.0
2016-12-31,DTE GR Equity,DAX,,,,,0.5,,,,1629.0,218341.0,19543.0,10388.0,9179.0
2016-12-31,ELUXB SS Equity,OMX,,,,,1.4304,,,,1400.0948,53889.0,3295.3313,2951.176,2025.1184
2016-12-31,EOAN GR Equity,DAX,,,,,0.4304,,,,785.0,43138.0,9975.0,2040.0,3999.0
2016-12-31,ERICB SS Equity,OMX,,,,,0.7842,,,,3162.3694,116416.0,6685.6966,2641.7945,7107.6356
2016-12-31,ESSITYB SS Equity,OMX,,,,,0.8817,,,,1141.9464,,2744.6058,1363.9916,1653.1302
2016-12-31,EVO SS Equity,OMX,,,,,1.4173,,,,0.0,2411.0,34.322,2.169,19.039
2016-12-31,FME GR Equity,DAX,,,,,0.6942,,,,1336.7157,109319.0,4350.2655,575.229,3341.4791
2016-12-31,FRE GR Equity,DAX,,,,,0.6553,,,,3189.0,232873.0,7738.0,1315.0,5052.0
2016-12-31,GETIB SS Equity,OMX,,,,,0.5102,,,,566.6951,9959.0,762.1171,229.6623,851.3469
2016-12-31,GS US Equity,DOW,,,,,0.0438,,,,,34400.0,9521.0207,,
2016-12-31,HEI GR Equity,DAX,,,,,0.4631,,,,2054.4,60424.0,8758.7,2178.9,1804.6
2016-12-31,HEN3 GR Equity,DAX,,,,,,,,,1938.0,51350.0,9604.0,3665.0,3349.0
2016-12-31,HEXAB SS Equity,OMX,,,,,0.4104,,,,426.7,16592.0,849.5,175.7,788.0
2016-12-31,HFG GR Equity,DAX,,,,,,,,,10.1,1331.0,158.692,43.126,9.313
2016-12-31,HON US Equity,DOW,,,,,0.7597,,,,4139.5658,131000.0,9267.6342,5394.899,6469.1381
2016-12-31,IBM US Equity,DOW,,,,,0.7011,,,,1472.4566,380300.0,20205.949,5886.9821,
2016-12-31,IFX GR Equity,DAX,,,,,0.7159,,,,1249.0,36447.0,1645.0,816.0,735.0
2016-12-31,INTC US Equity,DOW,,,,,0.5489,,,,5265.0043,106000.0,15197.621,2346.6389,4446.7621
2016-12-31,INVEB SS Equity,OMX,,,,,0.176,,,,,87.0,1666.2214,,
2016-12-31,JPM US Equity,DOW,,,,,0.0436,,,,,243355.0,24214.653,,
2016-12-31,KINVB SS Equity,OMX,,,,,-0.0401,,,,,40.0,-197.9618,,
2016-12-31,KO US Equity,DOW,,,,,0.4723,,,,2536.2662,100300.0,8733.0165,2542.9032,3656.0159
2016-12-31,MCD US Equity,DOW,,,,,0.7141,,,,55.8453,375000.0,5595.7576,716.7915,
2016-12-31,MMM US Equity,DOW,,,,,0.9153,,,,3209.4434,91584.0,6802.4528,1704.7502,4164.2173
2016-12-31,MRK GR Equity,DAX,,,,,0.3936,,,,2609.0,50348.0,3830.0,2048.0,2889.0
2016-12-31,MRK US Equity,DOW,,,,,0.404,,,,4613.6342,68000.0,9388.2944,2661.4203,6654.0248
2016-12-31,MSFT US Equity,DOW,,,,,0.4465,,,,1859.2965,,23970.548,6238.7409,15868.967
2016-12-31,MTX GR Equity,DAX,,,,,0.8579,,,,1022.7,8368.0,1331.4,634.9,692.1
2016-12-31,MUV2 GR Equity,DAX,,,,,0.2315,,,,,21077.0,15736.0,,
2016-12-31,NDA SS Equity,OMX,,,,,0.0217,,,,,31596.0,3517.0,,
2016-12-31,PG US Equity,DOW,,,,,0.53,,,,4538.7314,,15644.992,7869.5364,4483.7395
2016-12-31,PUM GR Equity,DAX,,,,,1.3469,,,,718.9,11495.0,958.2,580.6,499.2
2016-12-31,QGEN US Equity,DAX,,,,,0.3153,,,,129.47,4684.0,340.183,48.5617,263.8134
2016-12-31,RWE GR Equity,DAX,,,,,0.5598,,,,1968.0,58652.0,11925.0,5431.0,4999.0
2016-12-31,SAND SS Equity,OMX,,,,,0.7966,,,,2188.835,44769.0,2236.6303,655.9096,1399.9904
2016-12-31,SAP GR Equity,DAX,,,,,0.515,,,,0.0,84183.0,6723.0,1015.0,5823.0
2016-12-31,SCAB SS Equity,OMX,,,,,0.0966,,,,1497.0308,46429.0,403.8175,1643.4262,1858.4802
2016-12-31,SEBA SS Equity,OMX,,,,,0.0258,,,,,15087.0,1754.8993,,
2016-12-31,SHBA SS Equity,OMX,,,,,0.0212,,,,,11759.0,1383.3748,,
2016-12-31,SHL GR Equity,DAX,,,,,,,,,,,3327.0,,
2016-12-31,SIE GR Equity,DAX,,,,,0.6402,,,,18813.0,351000.0,19119.0,7513.0,16326.0
2016-12-31,SKAB SS Equity,OMX,,,,,1.4239,,,,108.727,40462.0,4054.578,1619.4269,2484.9647
2016-12-31,SKFB SS Equity,OMX,,,,,0.8878,,,,1608.7838,44468.0,1920.3629,740.8461,1404.6859
2016-12-31,SRT3 GR Equity,DAX,,,,,0.8152,,,,222.184,6911.0,674.896,120.371,241.24
2016-12-31,SWEDA SS Equity,OMX,,,,,,,,,,14601.0,,,
2016-12-31,SWMA SS Equity,OMX,,,,,1.0313,,,,160.7949,5070.0,405.6628,71.5803,160.5862
2016-12-31,SY1 GR Equity,DAX,,,,,0.6497,,,,680.431,8897.0,1440.667,254.383,528.298
2016-12-31,TEL2B SS Equity,OMX,,,,,0.7384,,,,68.3457,6880.0,842.3885,361.2407,269.6262
2016-12-31,TELIA SS Equity,OMX,,,,,0.3318,,,,186.9854,21030.0,2166.2006,689.7173,1009.6376
2016-12-31,TRV US Equity,DOW,,,,,0.2757,,,,,30900.0,6676.2236,,
2016-12-31,UNH US Equity,DOW,,,,,1.5794,,,,0.0,230000.0,44119.879,15540.912,7729.2121
2016-12-31,V US Equity,DOW,,,,,0.27,,,,0.0,,4140.5024,111.8802,1061.9133
2016-12-31,VNA GR Equity,DAX,,,,,0.0837,,,,,7437.0,688.0,138.8,164.4
2016-12-31,VOLVB SS Equity,OMX,,,,,0.7811,,,,5038.4838,94914.0,8463.7649,5766.4955,9121.0675
2016-12-31,VOW3 GR Equity,DAX,,,,,0.5489,,,,38978.0,626715.0,57335.0,22794.0,12187.0
2016-12-31,VZ US Equity,DOW,,,,,0.5159,,,,1139.6606,160900.0,30016.554,6716.6019,16604.722
2017-01-01,JNJ US Equity,DOW,,,,,0.5236,,,,7721.627,126400.0,16805.186,6559.2112,11092.254
2017-01-28,CSCO US Equity,DOW,,,,,0.4066,,,,1183.1882,71959.0,10871.804,895.8158,4172.9851
2017-01-29,HD US Equity,DOW,,,,,2.2124,,,,11746.7,406000.0,20848.89,6552.4665,1899.2792
2017-01-31,1894239D SS Equity,DAX,,332.0,,,,,,,,,,,
2017-01-31,1COV GR Equity,DAX,14041.5525,329.0,202.5,69.341,,,,,,,,,
2017-01-31,AAPL US Equity,DOW,591650.56,3897.0,21031.264,28.13195,,,,,,,,,
2017-01-31,ABB SS Equity,OMX,48670.048,673.0,2214.743,21.97548,,,,,,,,,
2017-01-31,ADS GR Equity,DAX,30629.2497,669.0,209.216,146.4,,,,,,,,,
2017-01-31,AIR FP Equity,DAX,48508.01,3.0,772.913,62.76,,,,,,,,,
2017-01-31,ALFA SS Equity,OMX,7246.3276,333.0,419.456,17.27552,,,,,,,,,
2017-01-31,ALIV SS Equity,OMX,9404.3359,139.0,88.224,79.72851,,,,,,,,,
2017-01-31,ALV GR Equity,DAX,72069.357,953.0,457.0,157.701,,,,,,,,,
2017-01-31,AMGN US Equity,DOW,108083.99,2400.0,743.922,145.28932,,,,,,,,,
2017-01-31,ASSAB SS Equity,OMX,19502.991,552.0,1055.05,17.52958,,,,,,,,,
2017-01-31,ATCOA SS Equity,OMX,35381.13,1.0,839.394,22.91048,,,,,,,,,
2017-01-31,ATCOB SS Equity,OMX,35381.13,2.0,390.219,20.3707,,,,,,,,,
2017-01-31,AXP US Equity,DOW,64824.931,1934.0,915.255,70.82715,,,,,,,,,
2017-01-31,AZN SS Equity,OMX,63027.814,788.0,1265.229,49.81533,,,,,,,,,
2017-01-31,BA US Equity,DOW,93524.898,2138.0,617.166,151.53932,,,,,,,,,
2017-01-31,BAS GR Equity,DAX,81913.6043,874.0,918.479,89.184,,,,,,,,,
2017-01-31,BAYN GR Equity,DAX,84958.9646,1028.0,840.313,101.104,,,,,,,,,
2017-01-31,BEI GR Equity,DAX,20664.252,457.0,252.0,82.001,,,,,,,,,
2017-01-31,BMW GR Equity,DAX,54676.7186,774.0,601.995,84.408,,,,,,,,,
2017-01-31,BNR GR Equity,DAX,8286.6075,446.0,154.5,53.635,,,,,,,,,
2017-01-31,BOL SS Equity,OMX,7385.7837,426.0,273.511,27.00359,,,,,,,,,
2017-01-31,CAT US Equity,DOW,51899.149,1715.0,585.073,88.70549,,,,,,,,,
2017-01-31,CON GR Equity,DAX,36281.6851,711.0,200.006,162.059,,,,,,,,,
2017-01-31,CRM US Equity,DOW,51102.532,1290.0,696.7,73.34941,0.5531,,,,0.0,25000.0,2154.0957,106.8778,2964.2461
2017-01-31,CSCO US Equity,DOW,142996.1,3117.0,5019.759,28.48665,,,,,,,,,
2017-01-31,CVX US Equity,DOW,194921.28,3057.0,1887.769,103.25482,,,,,,,,,
2017-01-31,DAI GR Equity,DAX,74633.9969,899.0,1069.837,58.562,,,,,,,,,
2017-01-31,DB1 GR Equity,DAX,16395.4595,383.0,26.749,82.611,,,,,,,,,
2017-01-31,DBK GR Equity,DAX,25402.0722,684.0,1545.39,16.437,,,,,,,,,
2017-01-31,DIS US Equity,DOW,162510.13,2871.0,1583.831,102.60571,,,,,,,,,
2017-01-31,DPW GR Equity,DAX,38378.4061,714.0,1240.935,30.927,,,,,,,,,
2017-01-31,DTE GR Equity,DAX,75578.734,835.0,4676.902,16.16,,,,,,,,,
2017-01-31,ELUXB SS Equity,OMX,7615.3225,408.0,300.728,20.30171,,,,,,,,,
2017-01-31,EOAN GR Equity,DAX,14273.133,627.0,2001.0,7.133,,,,,,,,,
2017-01-31,ERICB SS Equity,OMX,18236.313,607.0,3069.396,5.46741,,,,,,,,,
2017-01-31,EVO SS Equity,OMX,1069.9473,60.0,179.852,5.94905,,,,,,,,,
2017-01-31,FME GR Equity,DAX,23152.235,595.0,307.222,75.36,,,,,,,,,
2017-01-31,FRE GR Equity,DAX,39898.057,718.0,547.208,72.912,,,,,,,,,
2017-01-31,GETIB SS Equity,OMX,3567.1972,302.0,225.609,12.12359,,,,,,,,,
2017-01-31,GS US Equity,DOW,88771.674,1718.0,397.649,212.64837,,,,,,,,,
2017-01-31,HD US Equity,DOW,155410.42,2610.0,1218.161,127.57789,,,,,,,,,
2017-01-31,HEI GR Equity,DAX,17700.0961,572.0,198.416,89.207,,,,,,,,,
2017-01-31,HEN3 GR Equity,DAX,45438.9681,610.0,178.163,112.795,,,,,,,,,
2017-01-31,HEXAB SS Equity,OMX,13201.52,395.0,2412.852,5.23226,,,,,,,,,
2017-01-31,HFG GR Equity,DAX,,1.0,,,,,,,,,,,
2017-01-31,HMB SS Equity,OMX,43799.379,543.0,1460.672,26.46373,,,,,,,,,
2017-01-31,HON US Equity,DOW,83618.874,2130.0,762.125,105.04975,,,,,,,,,
2017-01-31,IBM US Equity,DOW,153879.02,2738.0,950.855,154.57643,,,,,,,,,
2017-01-31,IFX GR Equity,DAX,19283.2272,637.0,1134.041,17.004,,,,,,,,,
2017-01-31,INTC US Equity,DOW,161804.51,3011.0,4739.0,34.14318,,,,,,,,,
2017-01-31,INVEB SS Equity,OMX,265392.03,393.0,1821.937,9.2332,,,,,,,,,
2017-01-31,JNJ US Equity,DOW,285701.24,3631.0,2720.532,105.01669,,,,,,,,,
2017-01-31,JPM US Equity,DOW,280812.77,3200.0,3578.264,78.47737,,,,,,,,,
2017-01-31,KINVB SS Equity,OMX,6575.3292,294.0,234.309,10.58203,,,,,,,,,
2017-01-31,KO US Equity,DOW,166255.31,2687.0,4312.959,38.54785,,,,,,,,,
2017-01-31,LIN US Equity,DAX,31344.094,1415.0,285.389,109.82938,,,,,,,,,
2017-01-31,MCD US Equity,DOW,94387.493,2454.0,830.444,113.65912,,,,,,,,,
2017-01-31,MMM US Equity,DOW,97504.044,2532.0,601.466,162.11053,,,,,,,,,
2017-01-31,MRK GR Equity,DAX,44196.9088,563.0,129.242,101.654,,,,,,,,,
2017-01-31,MRK US Equity,DOW,158489.38,2993.0,2757.137,54.81183,,,,,,,,,
2017-01-31,MSFT US Equity,DOW,463264.84,3781.0,7727.53,59.94993,,,,,,,,,
2017-01-31,MTX GR Equity,DAX,5784.948,306.0,52.0,111.249,,,,,,,,,
2017-01-31,MUV2 GR Equity,DAX,28011.6206,724.0,161.054,173.927,,,,,,,,,
2017-01-31,NDA SS Equity,OMX,45314.366,,4049.952,11.18887,,,,,,,,,
2017-01-31,NKE US Equity,DOW,81158.974,2084.0,1325.225,49.05415,,,,,,,,,
2017-01-31,PAH3 GR Equity,DAX,16966.25,357.0,153.125,55.4,,,,,,,,,
2017-01-31,PG US Equity,DOW,207666.37,3187.0,2556.477,81.23145,,,,,,,,,
2017-01-31,PUM GR Equity,DAX,4245.7137,69.0,150.825,28.15,,,,,,,,,
2017-01-31,QGEN US Equity,DAX,6029.687,460.0,224.376,26.87315,,,,,,,,,
2017-01-31,RWE GR Equity,DAX,7414.5682,480.0,575.745,12.25,,,,,,,,,
2017-01-31,SAND SS Equity,OMX,15668.384,380.0,1254.386,12.49088,,,,,,,,,
2017-01-31,SAP GR Equity,DAX,103915.4909,996.0,1228.504,84.587,,,,,,,,,
2017-01-31,SCAB SS Equity,OMX,19719.044,536.0,640.516,5.67671,,,,,,,,,
2017-01-31,SEBA SS Equity,OMX,22826.19,440.0,2170.019,10.40025,,,,,,,,,
2017-01-31,SHBA SS Equity,OMX,26877.891,480.0,1908.922,13.24411,,,,,,,,,
2017-01-31,SIE GR Equity,DAX,102000.0,974.0,850.0,108.616,,,,,,,,,
2017-01-31,SINCH SS Equity,OMX,540.0769,21.0,495.344,1.09031,,,,,,,,,
2017-01-31,SKAB SS Equity,OMX,9515.0141,398.0,400.11,22.65295,,,,,,,,,
2017-01-31,SKFB SS Equity,OMX,8482.634,407.0,419.053,18.63047,,,,,,,,,
2017-01-31,SRT3 GR Equity,DAX,4942.4917,197.0,37.44,65.233,,,,,,,,,
2017-01-31,SWEDA SS Equity,OMX,26494.055,520.0,1132.006,23.40452,,,,,,,,,
2017-01-31,SWMA SS Equity,OMX,5686.3412,413.0,1887.5,3.01263,,,,,,,,,
2017-01-31,SY1 GR Equity,DAX,7240.1666,429.0,129.813,55.774,,,,,,,,,
2017-01-31,TEL2B SS Equity,OMX,4171.8744,297.0,482.207,8.16671,,,,,,,,,
2017-01-31,TELIA SS Equity,OMX,16258.058,461.0,4330.085,3.75467,,,,,,,,,
2017-01-31,TRV US Equity,DOW,31024.149,1548.0,284.059,109.21736,,,,,,,,,
2017-01-31,UNH US Equity,DOW,143072.52,2202.0,951.816,150.31528,,,,,,,,,
2017-01-31,V US Equity,DOW,199995.11,2572.0,1854.961,76.69696,,,,,,,,,
2017-01-31,VNA GR Equity,DAX,14111.4483,497.0,497.457,28.367,,,,,,,,,
2017-01-31,VOLVB SS Equity,OMX,25183.746,404.0,1635.897,11.83458,,,,,,,,,
2017-01-31,VOW3 GR Equity,DAX,73497.959,594.0,206.205,144.65,,,,,,,,,
